"Measure","Time","Ethnicity","Ethnicity type","Role type","Broad grade","Grade","Entry level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","All","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","NA","3586"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Asian","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","2.5","83"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Black","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","1.6","52"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Chinese","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","0.4","12"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Mixed","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","0.8","26"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Other","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","0.6","19"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Unknown","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","NA","240"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","White","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","94.3","3154"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","All","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","NA","1126"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Asian","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","3.3","34"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Black","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","1.3","14"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Chinese","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","0.2","2"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Mixed","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","1.4","15"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Other","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","0.2","2"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Unknown","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","NA","86"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","White","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","93.6","973"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","All","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","NA","18043"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Asian","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","5.6","946"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Black","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","5.2","873"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Chinese","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","0.5","86"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Mixed","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","1.1","191"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Other","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","1.6","268"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Unknown","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","NA","1178"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","White","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","86","14501"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","All","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","NA","1773"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Asian","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","2.6","42"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Black","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.7","11"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Chinese","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.1","1"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Mixed","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.6","9"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Other","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.1","2"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","Unknown","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","NA","176"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2014","White","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","95.9","1532"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","All staff groups","All grades","All grades","All","NA","1123529"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","All staff groups","All grades","All grades","All","8","86263"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","All staff groups","All grades","All grades","All","5.3","57135"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","All staff groups","All grades","All grades","All","0.5","5853"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","All staff groups","All grades","All grades","All","1.3","13816"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","All staff groups","All grades","All grades","All","1.9","20328"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","All staff groups","All grades","All grades","All","NA","48211"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","All staff groups","All grades","All grades","All","82.9","891923"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","All grades","All grades","All","NA","106151"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","All grades","All grades","All","28.4","28000"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","All grades","All grades","All","3.7","3642"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","All grades","All grades","All","2.3","2293"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","All grades","All grades","All","2.6","2514"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","All grades","All grades","All","3.9","3852"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","All grades","All grades","All","NA","7669"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","All grades","All grades","All","59.1","58181"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","NA","3384"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","40.1","1277"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","5.4","171"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","0.8","24"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","2.4","76"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","8.5","270"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","NA","196"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","43","1370"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","NA","41682"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","24.2","9534"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","2.9","1129"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","1.7","687"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","1.8","694"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","3.4","1338"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","NA","2232"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","66.1","26068"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","8544"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","27.3","2137"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","4.8","372"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.6","283"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.3","257"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.8","300"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","714"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","57.2","4481"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","6192"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","22.4","1294"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3","176"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","4.6","264"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","4.2","241"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","2.9","169"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","420"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","62.9","3628"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","6535"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","24.7","1468"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.8","228"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.2","191"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.4","200"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.3","193"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","599"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","61.6","3656"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","2112"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","18.5","357"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.2","42"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","0.5","10"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.3","25"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.1","40"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","183"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","75.4","1455"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","1505"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","18.6","261"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.2","31"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.2","17"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.2","17"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Other","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.8","25"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","104"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","White","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","74.9","1050"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","All","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","NA","6519"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Asian","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","44.6","2696"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Black","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","5.3","321"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2013","Chinese","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","0.9","54"
